 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J105201; 3; U210; Blue Bright; 9; 68; Cataclysmic Variable; Unknown (R15); Unknown (C149)
 J133218; 3; U210; Red Giant; 6; 7; Magnetar; Unknown (R15); Unknown (C150)
 J143345; 3; U210; Orange; 8; 59;; Unknown (R15); Unknown (C150)
 J115448; 3; U210; Orange Bright; 8; 30;; Unknown (R15); Unknown (C150)
 J135642; 3; U210; Pink Small; 11; 55;; Unknown (R15); Unknown (C150)
 J205900; 3; U210; Orange; 7; 64;; Unknown (R15); Unknown (C150)
 J112747; 3; U210; Orange radiant; 9; 38;; Unknown (R15); Unknown (C150)
 J121027; 3; U210; Pink; 9; 10;; Unknown (R15); Unknown (C151)
 J124744; 3; U210; Orange Bright; 6; 42; Pulsar; Unknown (R15); Unknown (C151)
 J161303; 3; U210; Pink Small; 10; 60;; Unknown (R15); Unknown (C151)
 J141848; 3; U210; Orange radiant; 9; 86;; Unknown (R15); Unknown (C151)
 J104001; 3; U210; Pink; 11; 94;; Unknown (R15); Unknown (C151)
 J102304; 3; U210; Orange radiant; 11; 47;; Unknown (R15); Unknown (C151)
 J172852; 3; U210; Orange radiant; 8; 76;; Unknown (R15); Unknown (C152)
 J131304; 3; U210; Orange radiant; 9; 68; Magnetar; Unknown (R15); Unknown (C152)
 J145632; 3; U210; Orange; 2; 13;; Unknown (R15); Unknown (C152)
 J102515; 3; U210; Red Giant; 8; 50;; Unknown (R15); Unknown (C152)
 J160645; 3; U210; Orange; 9; 51;; Unknown (R15); Unknown (C152)
 J135129; 3; U210; Orange; 9; 67; Black Hole; Unknown (R15); Unknown (C152)
 J115909; 3; U210; Orange Bright; 7; 56;; Unknown (R15); Unknown (C152)
 J001348; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0; Cataclysmic Variable; 11000009; 21000327
 J001398; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J001670; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0; Pulsar; 11000009; 21000327
 J002838; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0; Magnetar; 11000009; 21000327
 J003789; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J004283; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J005923; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J011339; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J011563; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0; Black Hole; 11000009; 21000327
 J012794; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0;; 11000009; 21000327
 J014348; 3; D845 U210; Sun A0IV (Turbulent Blue Subgiant); 0; 0; Red Giant; 11000009; 21000327
 J160225; 4; N766 X877; Red Giant; 10; 68;; Unknown (R16); Unknown (C153)
 J210458; 4; N766 X877; Blue; 11; 37; Wolf-Rayet Star; Unknown (R16); Unknown (C153)
 J113925; 4; N766 X877; Yellow; 10; 47; Black Hole; Unknown (R16); Unknown (C153)
 J204815; 4; N766 X877; Pink Small; 5; 8;; Unknown (R16); Unknown (C153)
 J104754; 4; N766 X877; Red Giant; 11; 64;; Unknown (R16); Unknown (C153)
 J130518; 4; N766 X877; Yellow; 5; 12;; Unknown (R16); Unknown (C153)
 J142200; 4; N766 X877; Orange radiant; 10; 40; Cataclysmic Variable; Unknown (R16); Unknown (C153)
 J103731; 4; N766 X877; Pink Small; 10; 57;; Unknown (R16); Unknown (C154)
 J100046; 4; N766 X877; Orange Bright; 8; 57; Cataclysmic Variable; Unknown (R16); Unknown (C154)
 J230301; 4; N766 X877; Orange; 10; 51;; Unknown (R16); Unknown (C154)
 J165839; 4; N766 X877; Orange; 9; 29; Black Hole; Unknown (R16); Unknown (C154)
 J235953; 4; N766 X877; Orange Bright; 10; 53;; Unknown (R16); Unknown (C154)
 J115018; 4; N766 X877; Pink; 11; 101; Wolf-Rayet Star; Unknown (R16); Unknown (C154)
 J133458; 4; N766 X877; Yellow; 10; 60;; Unknown (R16); Unknown (C154)
 J221859; 4; N766 X877; Pink; 11; 38;; Unknown (R16); Unknown (C155)
 J170215; 4; N766 X877; Orange Bright; 8; 15;; Unknown (R16); Unknown (C155)
 J165820; 4; N766 X877; Pink Small; 4; 4;; Unknown (R16); Unknown (C155)
 J130253; 4; N766 X877; Yellow; 9; 38;; Unknown (R16); Unknown (C155)
 J120937; 4; N766 X877; Pink Small; 10; 56;; Unknown (R16); Unknown (C155)
 J214811; 4; N766 X877; Yellow Small; 10; 14;; Unknown (R16); Unknown (C155)
 J160419; 4; N766 X877; Orange Bright; 8; 21;; Unknown (R16); Unknown (C155)
 J161752; 4; N766 P060; Yellow; 8; 68;; Unknown (R16); Unknown (C156)
 J112610; 4; N766 P060; Blue Bright; 10; 77;; Unknown (R16); Unknown (C156)
 J123726; 4; N766 P060; Orange Bright; 7; 16; Black Hole; Unknown (R16); Unknown (C156)
 J124837; 4; N766 P060; Orange radiant; 12; 44;; Unknown (R16); Unknown (C156)
 J151643; 4; N766 P060; Orange Bright; 9; 50; Pulsar; Unknown (R16); Unknown (C156)
 J160321; 4; N766 P060; Pink; 11; 47;; Unknown (R16); Unknown (C156)
 J165308; 4; N766 P060; Blue; 8; 47; Cataclysmic Variable; Unknown (R16); Unknown (C156)
 J171359; 4; N766 H900; Blue Small; 8; 61;; Unknown (R16); Unknown (C157)
 J115547; 4; N766 H900; Yellow Small; 6; 6; Cataclysmic Variable; Unknown (R16); Unknown (C157)
 J141055; 4; N766 H900; Pink; 6; 25;; Unknown (R16); Unknown (C157)
 J153202; 4; N766 H900; White; 9; 32;; Unknown (R16); Unknown (C157)
 J121845; 4; N766 H900; Blue Small; 6; 49; Cataclysmic Variable; Unknown (R16); Unknown (C157)
 J113456; 4; N766 H900; Pink Small; 7; 53;; Unknown (R16); Unknown (C157)
 J144746; 4; N766 H900; Orange radiant; 7; 56;; Unknown (R16); Unknown (C157)
 J171554; 4; N766 H900; Orange radiant; 8; 49; Magnetar; Unknown (R16); Unknown (C158)
 J111029; 4; N766 H900; Orange; 8; 36;; Unknown (R16); Unknown (C158)
 J145129; 4; N766 H900; Pink; 9; 13;; Unknown (R16); Unknown (C158)
 J113730; 4; N766 H900; Yellow Small; 8; 50; Red Giant; Unknown (R16); Unknown (C158)
 J100956; 4; N766 H900; Red Giant; 7; 44;; Unknown (R16); Unknown (C158)
 J134407; 4; N766 H900; Pink Small; 10; 45;; Unknown (R16); Unknown (C158)
 J101507; 4; N766 H900; Pink; 7; 50; Red Giant; Unknown (R16); Unknown (C158)
 J105546; 4; N766 C247; Yellow; 12; 17; Wolf-Rayet Star; Unknown (R16); Unknown (C159)
 J123528; 4; N766 C247; Pink; 8; 47;; Unknown (R16); Unknown (C159)
 J145318; 4; N766 C247; Pink Small; 10; 16; Black Hole; Unknown (R16); Unknown (C159)
 J132611; 4; N766 C247; Orange; 7; 28;; Unknown (R16); Unknown (C159)
 J153338; 4; N766 C247; Orange Bright; 7; 45;; Unknown (R16); Unknown (C159)
 J102534; 4; N766 C247; Yellow; 8; 25; Wolf-Rayet Star; Unknown (R16); Unknown (C159)
 J144519; 4; N766 H900; Orange Bright; 7; 18; Magnetar; Unknown (R16); Unknown (C160)
 J141218; 4; N766 H900; Yellow; 6; 88; Black Hole; Unknown (R16); Unknown (C160)
 J152255; 4; N766 H900; Orange Bright; 5; 11; Magnetar; Unknown (R16); Unknown (C160)
 J142241; 4; N766 H900; Yellow Small; 7; 21; Cataclysmic Variable; Unknown (R16); Unknown (C160)
 J131047; 4; N766 H900; Pink Small; 6; 25; Red Giant; Unknown (R16); Unknown (C160)
 J100150; 4; N766 H900; Yellow Small; 10; 46; Black Hole; Unknown (R16); Unknown (C160)
 J104311; 4; N766 C247; Orange radiant; 11; 101; Black Hole; Unknown (R16); Unknown (C161)
 J111950; 4; N766 C247; Red Giant; 9; 21;; Unknown (R16); Unknown (C161)
 J132754; 4; N766 C247; Orange Bright; 10; 56; Wolf-Rayet Star; Unknown (R16); Unknown (C161)
 J101551; 4; N766 C247; Orange; 7; 60;; Unknown (R16); Unknown (C161)
 J211027; 4; N766 C247; Pink; 8; 29;; Unknown (R16); Unknown (C161)
 J105415; 4; N766 C247; Yellow Small; 9; 19; Cataclysmic Variable; Unknown (R16); Unknown (C161)
 J224148; 4; U574 H900; Orange radiant; 5; 64; Wolf-Rayet Star; Unknown (R17); Unknown (C162)
 J100806; 4; U574 H900; Orange; 10; 50;; Unknown (R17); Unknown (C162)
 J133638; 4; U574 H900; Orange radiant; 5; 63;; Unknown (R17); Unknown (C162)
 J231614; 4; U574 H900; Orange radiant; 11; 59;; Unknown (R17); Unknown (C162)
 J103110; 4; U574 H900; Orange radiant; 7; 64; Black Hole; Unknown (R17); Unknown (C162)
 J101706; 4; U574 H900; Pink Small; 9; 19;; Unknown (R17); Unknown (C162)
 J142214; 4; U574 C247; Pink; 11; 47;; Unknown (R17); Unknown (C163)
 J155340; 4; U574 C247; Orange radiant; 9; 63;; Unknown (R17); Unknown (C163)
 J165326; 4; U574 C247; Pink Small; 6; 58; Cataclysmic Variable; Unknown (R17); Unknown (C163)
 J133113; 4; U574 C247; Blue Small; 9; 47;; Unknown (R17); Unknown (C163)
 J122656; 4; U574 C247; Orange radiant; 10; 53; Black Hole; Unknown (R17); Unknown (C163)
 J134716; 4; U574 C247; Pink Small; 9; 52;; Unknown (R17); Unknown (C163)
 J171344; 4; U574 C247; Pink Small; 7; 7; Red Giant; Unknown (R17); Unknown (C163)
 J161119; 4; U574 H900; Red Giant; 6; 60;; Unknown (R17); Unknown (C164)
 J111404; 4; U574 H900; Orange radiant; 8; 46; Cataclysmic Variable; Unknown (R17); Unknown (C164)
 J105346; 4; U574 H900; Yellow Small; 9; 32; Wolf-Rayet Star; Unknown (R17); Unknown (C164)
 J154631; 4; U574 H900; Orange Bright; 7; 66; Red Giant; Unknown (R17); Unknown (C164)
 J150112; 4; U574 H900; Orange; 9; 67; Red Giant; Unknown (R17); Unknown (C164)
 J104649; 4; U574 H900; Orange radiant; 9; 83; Magnetar; Unknown (R17); Unknown (C164)
 J234421; 4; U574 X877; Red Giant; 10; 34;; Unknown (R17); Unknown (C165)
 J105726; 4; U574 X877; White Dwarf; 12; 38;; Unknown (R17); Unknown (C165)
 J111758; 4; U574 X877; Pink Small; 12; 72; Cataclysmic Variable; Unknown (R17); Unknown (C165)
 J142923; 4; U574 X877; Orange Bright; 7; 26;; Unknown (R17); Unknown (C165)
 J114026; 4; U574 X877; Yellow Small; 6; 44;; Unknown (R17); Unknown (C165)
 J115118; 4; U574 X877; Orange; 8; 40;; Unknown (R17); Unknown (C165)
 J162226; 4; P060 C247; Red Giant; 9; 25; Red Giant; Unknown (R18); Unknown (C166)
 J165020; 4; P060 C247; Orange radiant; 6; 53; Wolf-Rayet Star; Unknown (R18); Unknown (C166)
 J125302; 4; P060 C247; Orange radiant; 9; 57;; Unknown (R18); Unknown (C166)
 J113754; 4; P060 C247; Blue Small; 9; 79; Magnetar; Unknown (R18); Unknown (C166)
 J153215; 4; P060 C247; Red Giant; 9; 59; Wolf-Rayet Star; Unknown (R18); Unknown (C166)
 J213820; 4; P060 C247; Blue Small; 9; 40;; Unknown (R18); Unknown (C166)
 J111555; 4; P060 N766; Pink Small; 11; 49;; Unknown (R18); Unknown (C167)
 J131553; 4; P060 N766; Orange; 6; 25;; Unknown (R18); Unknown (C167)
 J143841; 4; P060 N766; Yellow Small; 11; 25;; Unknown (R18); Unknown (C167)
 J113250; 4; P060 N766; Orange Bright; 10; 14; Magnetar; Unknown (R18); Unknown (C167)
 J204635; 4; P060 N766; Orange Bright; 7; 50;; Unknown (R18); Unknown (C167)
 J212954; 4; P060 N766; Red Giant; 7; 38;; Unknown (R18); Unknown (C167)
 J132309; 4; P060 H900; Red Giant; 10; 16;; Unknown (R18); Unknown (C168)
 J231341; 4; P060 H900; Orange Bright; 10; 56;; Unknown (R18); Unknown (C168)
 J160800; 4; P060 H900; Orange; 8; 53; Pulsar; Unknown (R18); Unknown (C168)
 J155338; 4; P060 H900; Orange; 9; 93;; Unknown (R18); Unknown (C168)
 J132149; 4; P060 H900; Red Giant; 9; 20;; Unknown (R18); Unknown (C168)
 J171937; 4; P060 H900; Orange radiant; 7; 44;; Unknown (R18); Unknown (C168)
 J152443; 4; P060 H900; Blue Small; 8; 51;; Unknown (R18); Unknown (C168)
 J111329; 4; P060 X877; Orange radiant; 8; 36; Red Giant; Unknown (R18); Unknown (C169)
 J171334; 4; P060 X877; Yellow Small; 8; 5;; Unknown (R18); Unknown (C169)
 J115552; 4; P060 X877; Orange; 6; 58;; Unknown (R18); Unknown (C169)
 J151520; 4; P060 X877; Orange Bright; 4; 38; Pulsar; Unknown (R18); Unknown (C169)
 J165920; 4; P060 X877; Pink; 9; 43;; Unknown (R18); Unknown (C169)
 J145838; 4; P060 X877; Blue; 10; 50;; Unknown (R18); Unknown (C169)
 J125031; 4; P060 X877; White Dwarf; 10; 58;; Unknown (R18); Unknown (C169)
 J110736; 4; P060 N766; Pink Small; 8; 16; Wolf-Rayet Star; Unknown (R18); Unknown (C170)
 J165423; 4; P060 N766; Yellow; 8; 62;; Unknown (R18); Unknown (C170)
 J155521; 4; P060 N766; Orange Bright; 9; 40; Cataclysmic Variable; Unknown (R18); Unknown (C170)
 J135508; 4; P060 N766; Orange radiant; 9; 25;; Unknown (R18); Unknown (C170)
 J103008; 4; P060 N766; Orange radiant; 7; 38; Magnetar; Unknown (R18); Unknown (C170)
 J103704; 4; P060 N766; Orange; 9; 36; Magnetar; Unknown (R18); Unknown (C170)
 J104603; 4; P060 N766; Pink Small; 12; 72; Pulsar; Unknown (R18); Unknown (C170)
 J163641; 4; P060 X877; Yellow Small; 13; 26; Black Hole; Unknown (R18); Unknown (C171)
 J203952; 4; P060 X877; Orange Bright; 5; 24;; Unknown (R18); Unknown (C171)
 J105411; 4; P060 X877; White; 6; 50;; Unknown (R18); Unknown (C171)
 J101126; 4; P060 X877; Yellow Small; 9; 7;; Unknown (R18); Unknown (C171)
 J122155; 4; P060 X877; Yellow Small; 11; 35; Wolf-Rayet Star; Unknown (R18); Unknown (C171)
 J110016; 4; P060 X877; Orange; 6; 33; Red Giant; Unknown (R18); Unknown (C171)
 J212417; 4; P060 X877; Orange radiant; 7; 44; Cataclysmic Variable; Unknown (R18); Unknown (C171)
 J142355; 4; P060 C247; Yellow Small; 7; 8; Red Giant; Unknown (R18); Unknown (C172)
 J121347; 4; P060 C247; Yellow; 13; 38; Cataclysmic Variable; Unknown (R18); Unknown (C172)
 J172915; 4; P060 C247; Red Giant; 9; 31;; Unknown (R18); Unknown (C172)
 J155416; 4; P060 C247; Orange; 10; 28;; Unknown (R18); Unknown (C172)
 J211258; 4; P060 C247; Pink Small; 8; 26;; Unknown (R18); Unknown (C172)
 J120643; 4; P060 C247; Orange radiant; 7; 55; Pulsar; Unknown (R18); Unknown (C172)
 J143946; 4; X877 N766; Orange radiant; 11; 48; Pulsar; Unknown (R19); Unknown (C173)
 J125247; 4; X877 N766; Red Giant; 6; 41;; Unknown (R19); Unknown (C173)
 J144732; 4; X877 N766; Pink Small; 7; 22; Magnetar; Unknown (R19); Unknown (C173)
 J155711; 4; X877 N766; Red Giant; 8; 25; Wolf-Rayet Star; Unknown (R19); Unknown (C173)
 J214308; 4; X877 N766; Pink Small; 8; 25;; Unknown (R19); Unknown (C173)
 J134851; 4; X877 N766; Orange radiant; 10; 41; Wolf-Rayet Star; Unknown (R19); Unknown (C173)
 J145452; 4; X877 N766; White; 8; 55;; Unknown (R19); Unknown (C173)
 J115026; 4; X877 P060; Yellow; 8; 29; Black Hole; Unknown (R19); Unknown (C174)
 J151720; 4; X877 P060; Blue; 8; 67;; Unknown (R19); Unknown (C174)
 J151353; 4; X877 P060; Orange radiant; 9; 39; Black Hole; Unknown (R19); Unknown (C174)
 J113727; 4; X877 P060; Yellow Small; 9; 34; Magnetar; Unknown (R19); Unknown (C174)
 J130944; 4; X877 P060; Orange Bright; 10; 22;; Unknown (R19); Unknown (C174)
 J145238; 4; X877 P060; Yellow Small; 7; 57;; Unknown (R19); Unknown (C174)
 J235219; 4; X877 P060; Pink Small; 7; 45;; Unknown (R19); Unknown (C174)
 J172512; 4; X877 C247; Pink Small; 10; 14;; Unknown (R19); Unknown (C175)
 J141322; 4; X877 C247; White; 9; 67; Pulsar; Unknown (R19); Unknown (C175)
 J210333; 4; X877 C247; Pink; 8; 56;; Unknown (R19); Unknown (C175)
 J135836; 4; X877 C247; Yellow Small; 6; 14; Pulsar; Unknown (R19); Unknown (C175)
 J101915; 4; X877 C247; Orange; 9; 53; Magnetar; Unknown (R19); Unknown (C175)
 J130203; 4; X877 C247; Orange; 4; 73; Wolf-Rayet Star; Unknown (R19); Unknown (C175)
 J110719; 4; X877 C247; Orange radiant; 8; 39;; Unknown (R19); Unknown (C175)
 J131208; 4; X877 C247; Orange Bright; 11; 51; Black Hole; Unknown (R19); Unknown (C176)
 J121623; 4; X877 C247; Orange; 7; 46; Pulsar; Unknown (R19); Unknown (C176)
 J150637; 4; X877 C247; Orange; 9; 19;; Unknown (R19); Unknown (C176)
 J130332; 4; X877 C247; Orange Bright; 8; 22;; Unknown (R19); Unknown (C176)
 J1226-0; 4; X877 C247; Yellow Small; 10; 34;; Unknown (R19); Unknown (C176)
 J114355; 4; X877 C247; Red Giant; 9; 28; Cataclysmic Variable; Unknown (R19); Unknown (C176)
 J144401; 4; X877 C247; Pink Small; 5; 4; Red Giant; Unknown (R19); Unknown (C177)
 J103242; 4; X877 C247; Yellow; 10; 16; Cataclysmic Variable; Unknown (R19); Unknown (C177)
 J161815; 4; X877 C247; Pink Small; 7; 33;; Unknown (R19); Unknown (C177)
 J132256; 4; X877 C247; Orange; 8; 16; Cataclysmic Variable; Unknown (R19); Unknown (C177)
 J162819; 4; X877 C247; Orange radiant; 8; 34;; Unknown (R19); Unknown (C177)
 J131004; 4; X877 C247; Yellow Small; 9; 16; Black Hole; Unknown (R19); Unknown (C177)
 J141931; 4; X877 C247; Blue Small; 9; 40;; Unknown (R19); Unknown (C177)
 J112630; 4; X877 U574; Orange radiant; 11; 46;; Unknown (R19); Unknown (C178)
 J154109; 4; X877 U574; Orange radiant; 9; 42;; Unknown (R19); Unknown (C178)
 J153116; 4; X877 U574; Yellow Small; 9; 41; Black Hole; Unknown (R19); Unknown (C178)
 J160455; 4; X877 U574; Pink Small; 12; 32;; Unknown (R19); Unknown (C178)
 J102439; 4; X877 U574; Yellow Small; 9; 19; Magnetar; Unknown (R19); Unknown (C178)
 J160459; 4; X877 U574; Red Giant; 7; 70; Red Giant; Unknown (R19); Unknown (C178)
 J131712; 4; X877 U574; Orange radiant; 8; 53;; Unknown (R19); Unknown (C178)
 J140244; 4; X877 H900; Blue Small; 11; 62; Wolf-Rayet Star; Unknown (R19); Unknown (C179)
 J150635; 4; X877 H900; Orange radiant; 9; 61; Red Giant; Unknown (R19); Unknown (C179)
 J125213; 4; X877 H900; Orange radiant; 9; 40; Magnetar; Unknown (R19); Unknown (C179)
 J154541; 4; X877 H900; Yellow; 9; 62;; Unknown (R19); Unknown (C179)
 J120409; 4; X877 H900; Blue Bright; 9; 21;; Unknown (R19); Unknown (C179)
 J140545; 4; X877 H900; Yellow Small; 9; 86;; Unknown (R19); Unknown (C179)
 J162251; 4; X877 H900; Yellow Small; 11; 14; Black Hole; Unknown (R19); Unknown (C180)
 J120450; 4; X877 H900; White Dwarf; 11; 35; Red Giant; Unknown (R19); Unknown (C180)
 J220151; 4; X877 H900; Yellow; 10; 70;; Unknown (R19); Unknown (C180)
 J104502; 4; X877 H900; Pink; 14; 81;; Unknown (R19); Unknown (C180)
 J152654; 4; X877 H900; Red Giant; 6; 58; Cataclysmic Variable; Unknown (R19); Unknown (C180)
 J124727; 4; X877 H900; White Dwarf; 8; 39;; Unknown (R19); Unknown (C180)
 J151940; 4; X877 H900; Yellow; 9; 56;; Unknown (R19); Unknown (C180)
 J212129; 4; X877 H900; Orange radiant; 11; 79;; Unknown (R19); Unknown (C181)
 J141633; 4; X877 H900; Pink; 7; 57;; Unknown (R19); Unknown (C181)
 J145604; 4; X877 H900; Orange Bright; 7; 58;; Unknown (R19); Unknown (C181)
 J212851; 4; X877 H900; Orange Bright; 9; 10; Magnetar; Unknown (R19); Unknown (C181)
 J145659; 4; X877 H900; Yellow; 8; 5;; Unknown (R19); Unknown (C181)
 J165719; 4; X877 H900; Yellow Small; 12; 53; Pulsar; Unknown (R19); Unknown (C181)
 J154706; 4; X877 U574; Orange radiant; 8; 56;; Unknown (R19); Unknown (C182)
 J141252; 4; X877 U574; Orange; 8; 44; Cataclysmic Variable; Unknown (R19); Unknown (C182)
 J112110; 4; X877 U574; Pink Small; 7; 43;; Unknown (R19); Unknown (C182)
 J140912; 4; X877 U574; Red Giant; 7; 44;; Unknown (R19); Unknown (C182)
 J165532; 4; X877 U574; Pink Small; 7; 70;; Unknown (R19); Unknown (C182)
 J161037; 4; X877 U574; Pink; 7; 63;; Unknown (R19); Unknown (C182)
 J130828; 4; X877 U574; Blue Small; 10; 57; Wolf-Rayet Star; Unknown (R19); Unknown (C182)
 J122934; 4; X877 C247; Orange; 11; 27;; Unknown (R19); Unknown (C183)
 J163435; 4; X877 C247; Orange; 10; 33; Wolf-Rayet Star; Unknown (R19); Unknown (C183)
 J221855; 4; X877 C247; Red Giant; 8; 18; Magnetar; Unknown (R19); Unknown (C183)
 J124109; 4; X877 C247; Blue Bright; 12; 28; Black Hole; Unknown (R19); Unknown (C183)
 J123458; 4; X877 C247; Orange radiant; 11; 35;; Unknown (R19); Unknown (C183)
 J134527; 4; X877 C247; Orange Bright; 5; 13; Wolf-Rayet Star; Unknown (R19); Unknown (C183)
 J133157; 4; X877 C247; Pink; 8; 61; Pulsar; Unknown (R19); Unknown (C183)
 J141342; 4; X877 C247; Yellow; 7; 11;; Unknown (R19); Unknown (C184)
 J145757; 4; X877 C247; Orange; 8; 68; Black Hole; Unknown (R19); Unknown (C184)
 J130343; 4; X877 C247; Pink; 10; 69; Black Hole; Unknown (R19); Unknown (C184)
 J152628; 4; X877 C247; Blue Bright; 12; 28; Black Hole; Unknown (R19); Unknown (C184)
 J112928; 4; X877 C247; Blue; 9; 16;; Unknown (R19); Unknown (C184)
 J133358; 4; X877 C247; Red Giant; 9; 34;; Unknown (R19); Unknown (C184)
 J102844; 4; X877 H900; Orange; 7; 57;; Unknown (R19); Unknown (C185)
 J134732; 4; X877 H900; Orange radiant; 8; 79; Red Giant; Unknown (R19); Unknown (C185)
 J213615; 4; X877 H900; Yellow; 8; 9; Magnetar; Unknown (R19); Unknown (C185)
 J131037; 4; X877 H900; Pink Small; 6; 27;; Unknown (R19); Unknown (C185)
 J154724; 4; X877 H900; Orange; 7; 45;; Unknown (R19); Unknown (C185)
 J213139; 4; X877 H900; Orange Bright; 10; 52; Pulsar; Unknown (R19); Unknown (C185)
 J103104; 4; X877 H900; Yellow; 11; 15; Cataclysmic Variable; Unknown (R19); Unknown (C185)
 J121116; 4; X877 H900; Yellow Small; 8; 5; Wolf-Rayet Star; Unknown (R19); Unknown (C186)
 J142822; 4; X877 H900; Yellow; 7; 54; Wolf-Rayet Star; Unknown (R19); Unknown (C186)
 J102521; 4; X877 H900; Orange radiant; 8; 51;; Unknown (R19); Unknown (C186)
 J215935; 4; X877 H900; Orange; 7; 34;; Unknown (R19); Unknown (C186)
 J162303; 4; X877 H900; Orange radiant; 5; 47; Black Hole; Unknown (R19); Unknown (C186)
 J102409; 4; X877 H900; White; 8; 82;; Unknown (R19); Unknown (C186)
 J104714; 4; X877 H900; Yellow Small; 10; 32; Pulsar; Unknown (R19); Unknown (C186)
 J171225; 4; X877 N766; Orange Bright; 9; 32; Black Hole; Unknown (R20); Unknown (C187)
 J124306; 4; X877 N766; Yellow; 10; 41;; Unknown (R20); Unknown (C187)
 J135908; 4; X877 N766; Yellow; 9; 53;; Unknown (R20); Unknown (C187)
 J124930; 4; X877 N766; Yellow Small; 9; 19;; Unknown (R20); Unknown (C187)
 J162632; 4; X877 N766; Orange radiant; 6; 31;; Unknown (R20); Unknown (C187)
 J155313; 4; X877 N766; Orange radiant; 6; 84;; Unknown (R20); Unknown (C187)
 J211328; 4; X877 H900; Yellow; 11; 10;; Unknown (R20); Unknown (C188)
 J204506; 4; X877 H900; Yellow; 9; 63;; Unknown (R20); Unknown (C188)
 J133957; 4; X877 H900; Orange radiant; 8; 54; Red Giant; Unknown (R20); Unknown (C188)
 J115304; 4; X877 H900; Yellow; 12; 17;; Unknown (R20); Unknown (C188)
 J112150; 4; X877 H900; Orange; 6; 40;; Unknown (R20); Unknown (C188)
 J131252; 4; X877 H900; Yellow; 10; 43;; Unknown (R20); Unknown (C188)
 J133936; 4; X877 N766; Orange; 10; 44;; Unknown (R20); Unknown (C189)
 J143140; 4; X877 N766; Yellow Small; 8; 45; Magnetar; Unknown (R20); Unknown (C189)
 J154833; 4; X877 N766; Orange radiant; 10; 24;; Unknown (R20); Unknown (C189)
 J101331; 4; X877 N766; Orange radiant; 11; 58;; Unknown (R20); Unknown (C189)
 J151359; 4; X877 N766; Yellow Small; 9; 68;; Unknown (R20); Unknown (C189)
 J150951; 4; X877 N766; Yellow Small; 9; 19; Black Hole; Unknown (R20); Unknown (C189)
 J140215; 4; X877 N766; Blue Bright; 8; 60;; Unknown (R20); Unknown (C189)
 J152421; 4; X877 N766; Orange; 8; 24;; Unknown (R20); Unknown (C190)
 J130554; 4; X877 N766; Red Giant; 8; 9;; Unknown (R20); Unknown (C190)
 J101604; 4; X877 N766; Blue Bright; 10; 78; Pulsar; Unknown (R20); Unknown (C190)
 J150320; 4; X877 N766; Blue Small; 9; 46; Black Hole; Unknown (R20); Unknown (C190)
 J134414; 4; X877 N766; Yellow Small; 11; 45;; Unknown (R20); Unknown (C190)
 J131113; 4; X877 N766; Red Giant; 5; 54;; Unknown (R20); Unknown (C190)
 J124933; 4; X877 C247; Yellow Small; 7; 84; Cataclysmic Variable; Unknown (R20); Unknown (C191)
 J150044; 4; X877 C247; Yellow Small; 9; 45;; Unknown (R20); Unknown (C191)
 J155200; 4; X877 C247; Yellow; 12; 88;; Unknown (R20); Unknown (C191)
 J145944; 4; X877 C247; Pink; 9; 47;; Unknown (R20); Unknown (C191)
 J145535; 4; X877 C247; Blue; 8; 39;; Unknown (R20); Unknown (C191)
 J141021; 4; X877 C247; Orange Bright; 7; 16;; Unknown (R20); Unknown (C191)
 J223312; 4; X877 N766; Yellow Small; 10; 85;; Unknown (R20); Unknown (C192)
 J212028; 4; X877 N766; Orange radiant; 9; 51; Magnetar; Unknown (R20); Unknown (C192)
 J164835; 4; X877 N766; Orange; 8; 75; Black Hole; Unknown (R20); Unknown (C192)
 J115528; 4; X877 N766; Pink; 4; 29;; Unknown (R20); Unknown (C192)
 J143922; 4; X877 N766; Orange; 7; 28;; Unknown (R20); Unknown (C192)
 J225234; 4; X877 N766; Blue; 9; 54;; Unknown (R20); Unknown (C192)
 J165645; 4; X877 N766; Orange; 9; 27; Pulsar; Unknown (R20); Unknown (C192)
 J100142; 4; X877 P060; Blue; 10; 63;; Unknown (R20); Unknown (C193)
 J101129; 4; X877 P060; Red Giant; 7; 33;; Unknown (R20); Unknown (C193)
 J141220; 4; X877 P060; Orange Bright; 5; 5; Magnetar; Unknown (R20); Unknown (C193)
 J112450; 4; X877 P060; Yellow Small; 10; 39;; Unknown (R20); Unknown (C193)
